Time (CET),Day-ahead Total Load Forecast [MW] - Belgium (BE),Actual Total Load [MW] - Belgium (BE)
30.09.2018 08:00 - 30.09.2018 08:15,8076,8290
30.09.2018 08:15 - 30.09.2018 08:30,8161,8420
30.09.2018 08:30 - 30.09.2018 08:45,8304,8612
30.09.2018 08:45 - 30.09.2018 09:00,8436,8615
30.09.2018 09:00 - 30.09.2018 09:15,8475,8762
30.09.2018 09:15 - 30.09.2018 09:30,8641,8821
30.09.2018 09:30 - 30.09.2018 09:45,8696,8864
30.09.2018 09:45 - 30.09.2018 10:00,8799,8952
30.09.2018 10:00 - 30.09.2018 10:15,8952,9084
30.09.2018 10:15 - 30.09.2018 10:30,8999,9162
30.09.2018 10:30 - 30.09.2018 10:45,9018,9068
30.09.2018 10:45 - 30.09.2018 11:00,8981,9008
30.09.2018 11:00 - 30.09.2018 11:15,9159,9178
30.09.2018 11:15 - 30.09.2018 11:30,9261,9162
30.09.2018 11:30 - 30.09.2018 11:45,9347,9288
30.09.2018 11:45 - 30.09.2018 12:00,9388,9353
30.09.2018 12:00 - 30.09.2018 12:15,9428,9260
30.09.2018 12:15 - 30.09.2018 12:30,9380,9187
30.09.2018 12:30 - 30.09.2018 12:45,9340,9124
30.09.2018 12:45 - 30.09.2018 13:00,9260,9019
30.09.2018 13:00 - 30.09.2018 13:15,9148,8931
30.09.2018 13:15 - 30.09.2018 13:30,9067,8805
30.09.2018 13:30 - 30.09.2018 13:45,8999,8825
30.09.2018 13:45 - 30.09.2018 14:00,8931,8745
30.09.2018 14:00 - 30.09.2018 14:15,8798,8675
30.09.2018 14:15 - 30.09.2018 14:30,8852,8561
30.09.2018 14:30 - 30.09.2018 14:45,8839,8537
30.09.2018 14:45 - 30.09.2018 15:00,8778,8513
30.09.2018 15:00 - 30.09.2018 15:15,8714,8477
30.09.2018 15:15 - 30.09.2018 15:30,8718,8486
30.09.2018 15:30 - 30.09.2018 15:45,8643,8433
30.09.2018 15:45 - 30.09.2018 16:00,8609,8395
30.09.2018 16:00 - 30.09.2018 16:15,8609,8471
30.09.2018 16:15 - 30.09.2018 16:30,8644,8545
30.09.2018 16:30 - 30.09.2018 16:45,8688,8618
30.09.2018 16:45 - 30.09.2018 17:00,8727,8642
30.09.2018 17:00 - 30.09.2018 17:15,8801,8485
30.09.2018 17:15 - 30.09.2018 17:30,8875,8636
30.09.2018 17:30 - 30.09.2018 17:45,8933,8791
30.09.2018 17:45 - 30.09.2018 18:00,9050,8915
30.09.2018 18:00 - 30.09.2018 18:15,9008,9082
30.09.2018 18:15 - 30.09.2018 18:30,9060,9145
30.09.2018 18:30 - 30.09.2018 18:45,9153,9356
30.09.2018 18:45 - 30.09.2018 19:00,9263,9410
30.09.2018 19:00 - 30.09.2018 19:15,9410,9498
30.09.2018 19:15 - 30.09.2018 19:30,9361,9463
30.09.2018 19:30 - 30.09.2018 19:45,9420,9788
30.09.2018 19:45 - 30.09.2018 20:00,9473,10015
30.09.2018 20:00 - 30.09.2018 20:15,9570,10021
30.09.2018 20:15 - 30.09.2018 20:30,9703,9901
30.09.2018 20:30 - 30.09.2018 20:45,9683,9721
30.09.2018 20:45 - 30.09.2018 21:00,9719,9697
30.09.2018 21:00 - 30.09.2018 21:15,9514,9583
30.09.2018 21:15 - 30.09.2018 21:30,9376,9456
30.09.2018 21:30 - 30.09.2018 21:45,9276,9389
30.09.2018 21:45 - 30.09.2018 22:00,9145,9263
30.09.2018 22:00 - 30.09.2018 22:15,9065,9180
30.09.2018 22:15 - 30.09.2018 22:30,8924,9070
30.09.2018 22:30 - 30.09.2018 22:45,8910,9128
30.09.2018 22:45 - 30.09.2018 23:00,8824,9069
30.09.2018 23:00 - 30.09.2018 23:15,8761,9059
30.09.2018 23:15 - 30.09.2018 23:30,8690,8994
30.09.2018 23:30 - 30.09.2018 23:45,8564,8772
30.09.2018 23:45 - 01.10.2018 00:00,8353,8771
01.10.2018 00:00 - 01.10.2018 00:15,8153,8514
01.10.2018 00:15 - 01.10.2018 00:30,8125,8316
01.10.2018 00:30 - 01.10.2018 00:45,8037,8101
01.10.2018 00:45 - 01.10.2018 01:00,7882,8048
01.10.2018 01:00 - 01.10.2018 01:15,7905,7985
01.10.2018 01:15 - 01.10.2018 01:30,7810,7983
01.10.2018 01:30 - 01.10.2018 01:45,7756,7933
01.10.2018 01:45 - 01.10.2018 02:00,7693,7752
01.10.2018 02:00 - 01.10.2018 02:15,7667,7746
01.10.2018 02:15 - 01.10.2018 02:30,7614,7725
01.10.2018 02:30 - 01.10.2018 02:45,7636,7686
01.10.2018 02:45 - 01.10.2018 03:00,7665,7750
01.10.2018 03:00 - 01.10.2018 03:15,7573,7798
01.10.2018 03:15 - 01.10.2018 03:30,7503,7601
01.10.2018 03:30 - 01.10.2018 03:45,7527,7407
01.10.2018 03:45 - 01.10.2018 04:00,7555,7561
01.10.2018 04:00 - 01.10.2018 04:15,7646,7754
01.10.2018 04:15 - 01.10.2018 04:30,7707,7782
01.10.2018 04:30 - 01.10.2018 04:45,7690,7750
01.10.2018 04:45 - 01.10.2018 05:00,7712,7799
01.10.2018 05:00 - 01.10.2018 05:15,8003,7968
01.10.2018 05:15 - 01.10.2018 05:30,8129,8198
01.10.2018 05:30 - 01.10.2018 05:45,8271,8468
01.10.2018 05:45 - 01.10.2018 06:00,8513,8775
01.10.2018 06:00 - 01.10.2018 06:15,8934,9189
01.10.2018 06:15 - 01.10.2018 06:30,9274,9438
01.10.2018 06:30 - 01.10.2018 06:45,9584,9616
01.10.2018 06:45 - 01.10.2018 07:00,9866,10154
01.10.2018 07:00 - 01.10.2018 07:15,10317,10531
01.10.2018 07:15 - 01.10.2018 07:30,10464,10833
01.10.2018 07:30 - 01.10.2018 07:45,10589,10845
01.10.2018 07:45 - 01.10.2018 08:00,10659,10751
01.10.2018 08:00 - 01.10.2018 08:15,10694,10879
01.10.2018 08:15 - 01.10.2018 08:30,10776,10939
01.10.2018 08:30 - 01.10.2018 08:45,10872,11117
01.10.2018 08:45 - 01.10.2018 09:00,10933,11015
01.10.2018 09:00 - 01.10.2018 09:15,11004,11049
01.10.2018 09:15 - 01.10.2018 09:30,11036,11140
01.10.2018 09:30 - 01.10.2018 09:45,11133,11144
01.10.2018 09:45 - 01.10.2018 10:00,11151,11160
01.10.2018 10:00 - 01.10.2018 10:15,11065,11065
01.10.2018 10:15 - 01.10.2018 10:30,11095,11004
01.10.2018 10:30 - 01.10.2018 10:45,11166,10797
01.10.2018 10:45 - 01.10.2018 11:00,11168,11108
01.10.2018 11:00 - 01.10.2018 11:15,11180,11139
01.10.2018 11:15 - 01.10.2018 11:30,11178,11262
01.10.2018 11:30 - 01.10.2018 11:45,11163,11167
01.10.2018 11:45 - 01.10.2018 12:00,11191,11150
01.10.2018 12:00 - 01.10.2018 12:15,10969,10907
01.10.2018 12:15 - 01.10.2018 12:30,10846,10698
01.10.2018 12:30 - 01.10.2018 12:45,10818,10758
01.10.2018 12:45 - 01.10.2018 13:00,10834,10646
01.10.2018 13:00 - 01.10.2018 13:15,10890,10517
01.10.2018 13:15 - 01.10.2018 13:30,10913,10569
01.10.2018 13:30 - 01.10.2018 13:45,10897,10704
01.10.2018 13:45 - 01.10.2018 14:00,10824,10578
01.10.2018 14:00 - 01.10.2018 14:15,10696,10558
01.10.2018 14:15 - 01.10.2018 14:30,10671,10763
01.10.2018 14:30 - 01.10.2018 14:45,10667,10438
01.10.2018 14:45 - 01.10.2018 15:00,10638,10447
01.10.2018 15:00 - 01.10.2018 15:15,10652,10558
01.10.2018 15:15 - 01.10.2018 15:30,10551,10362
01.10.2018 15:30 - 01.10.2018 15:45,10573,10276
01.10.2018 15:45 - 01.10.2018 16:00,10602,10338
01.10.2018 16:00 - 01.10.2018 16:15,10587,10258
01.10.2018 16:15 - 01.10.2018 16:30,10517,10214
01.10.2018 16:30 - 01.10.2018 16:45,10559,10175
01.10.2018 16:45 - 01.10.2018 17:00,10593,10354
01.10.2018 17:00 - 01.10.2018 17:15,10727,10252
01.10.2018 17:15 - 01.10.2018 17:30,10783,10399
01.10.2018 17:30 - 01.10.2018 17:45,10875,10812
01.10.2018 17:45 - 01.10.2018 18:00,10863,10662
01.10.2018 18:00 - 01.10.2018 18:15,10878,10684
01.10.2018 18:15 - 01.10.2018 18:30,10949,10877
01.10.2018 18:30 - 01.10.2018 18:45,10919,10805
01.10.2018 18:45 - 01.10.2018 19:00,10921,10984
01.10.2018 19:00 - 01.10.2018 19:15,10884,10994
01.10.2018 19:15 - 01.10.2018 19:30,10770,11067
01.10.2018 19:30 - 01.10.2018 19:45,10719,11171
01.10.2018 19:45 - 01.10.2018 20:00,10744,11317
01.10.2018 20:00 - 01.10.2018 20:15,10720,11303
01.10.2018 20:15 - 01.10.2018 20:30,10720,11033
01.10.2018 20:30 - 01.10.2018 20:45,10705,10853
01.10.2018 20:45 - 01.10.2018 21:00,10553,10552
01.10.2018 21:00 - 01.10.2018 21:15,10380,10402
01.10.2018 21:15 - 01.10.2018 21:30,10231,10332
01.10.2018 21:30 - 01.10.2018 21:45,10114,10177
01.10.2018 21:45 - 01.10.2018 22:00,9900,9860
01.10.2018 22:00 - 01.10.2018 22:15,9932,9924
01.10.2018 22:15 - 01.10.2018 22:30,9927,9953
01.10.2018 22:30 - 01.10.2018 22:45,9785,9882
01.10.2018 22:45 - 01.10.2018 23:00,9647,9790
01.10.2018 23:00 - 01.10.2018 23:15,9617,9792
01.10.2018 23:15 - 01.10.2018 23:30,9431,9604
01.10.2018 23:30 - 01.10.2018 23:45,9302,9311
01.10.2018 23:45 - 02.10.2018 00:00,9113,9127
02.10.2018 00:00 - 02.10.2018 00:15,8966,8850
02.10.2018 00:15 - 02.10.2018 00:30,8822,8657
02.10.2018 00:30 - 02.10.2018 00:45,8740,8496
02.10.2018 00:45 - 02.10.2018 01:00,8626,8281
02.10.2018 01:00 - 02.10.2018 01:15,8418,8233
02.10.2018 01:15 - 02.10.2018 01:30,8349,8197
02.10.2018 01:30 - 02.10.2018 01:45,8293,8051
02.10.2018 01:45 - 02.10.2018 02:00,8260,7860
02.10.2018 02:00 - 02.10.2018 02:15,8148,7649
02.10.2018 02:15 - 02.10.2018 02:30,8127,7739
02.10.2018 02:30 - 02.10.2018 02:45,8079,7904
02.10.2018 02:45 - 02.10.2018 03:00,8066,7680
02.10.2018 03:00 - 02.10.2018 03:15,8120,7711
02.10.2018 03:15 - 02.10.2018 03:30,8064,7711
02.10.2018 03:30 - 02.10.2018 03:45,8031,7782
02.10.2018 03:45 - 02.10.2018 04:00,8056,7882
02.10.2018 04:00 - 02.10.2018 04:15,8154,7865
02.10.2018 04:15 - 02.10.2018 04:30,8137,7772
02.10.2018 04:30 - 02.10.2018 04:45,8168,7934
02.10.2018 04:45 - 02.10.2018 05:00,8262,7929
02.10.2018 05:00 - 02.10.2018 05:15,8459,8058
02.10.2018 05:15 - 02.10.2018 05:30,8534,8290
02.10.2018 05:30 - 02.10.2018 05:45,8661,8424
02.10.2018 05:45 - 02.10.2018 06:00,8862,8463
02.10.2018 06:00 - 02.10.2018 06:15,9295,8915
02.10.2018 06:15 - 02.10.2018 06:30,9619,9136
02.10.2018 06:30 - 02.10.2018 06:45,9897,9597
02.10.2018 06:45 - 02.10.2018 07:00,10201,9723
02.10.2018 07:00 - 02.10.2018 07:15,10627,10112
02.10.2018 07:15 - 02.10.2018 07:30,10776,10415
02.10.2018 07:30 - 02.10.2018 07:45,10898,10397
02.10.2018 07:45 - 02.10.2018 08:00,10951,10367
02.10.2018 08:00 - 02.10.2018 08:15,10915,10332
02.10.2018 08:15 - 02.10.2018 08:30,10981,10331
02.10.2018 08:30 - 02.10.2018 08:45,11074,10441
02.10.2018 08:45 - 02.10.2018 09:00,11153,10542
02.10.2018 09:00 - 02.10.2018 09:15,11145,10605
02.10.2018 09:15 - 02.10.2018 09:30,11181,10628
02.10.2018 09:30 - 02.10.2018 09:45,11222,10666
02.10.2018 09:45 - 02.10.2018 10:00,11231,10756
02.10.2018 10:00 - 02.10.2018 10:15,11133,10708
02.10.2018 10:15 - 02.10.2018 10:30,11107,10782
02.10.2018 10:30 - 02.10.2018 10:45,11132,10843
02.10.2018 10:45 - 02.10.2018 11:00,11152,10966
02.10.2018 11:00 - 02.10.2018 11:15,11141,10965
02.10.2018 11:15 - 02.10.2018 11:30,11196,10988
02.10.2018 11:30 - 02.10.2018 11:45,11216,11135
02.10.2018 11:45 - 02.10.2018 12:00,11204,11101
02.10.2018 12:00 - 02.10.2018 12:15,10993,10862
02.10.2018 12:15 - 02.10.2018 12:30,10856,10791
02.10.2018 12:30 - 02.10.2018 12:45,10837,10789
02.10.2018 12:45 - 02.10.2018 13:00,10854,10794
02.10.2018 13:00 - 02.10.2018 13:15,10896,10773
02.10.2018 13:15 - 02.10.2018 13:30,10872,10808
02.10.2018 13:30 - 02.10.2018 13:45,10857,10812
02.10.2018 13:45 - 02.10.2018 14:00,10781,10813
02.10.2018 14:00 - 02.10.2018 14:15,10732,10689
02.10.2018 14:15 - 02.10.2018 14:30,10726,10711
02.10.2018 14:30 - 02.10.2018 14:45,10749,10548
02.10.2018 14:45 - 02.10.2018 15:00,10720,10376
02.10.2018 15:00 - 02.10.2018 15:15,10711,10439
02.10.2018 15:15 - 02.10.2018 15:30,10672,10405
02.10.2018 15:30 - 02.10.2018 15:45,10625,10389
02.10.2018 15:45 - 02.10.2018 16:00,10614,10418
02.10.2018 16:00 - 02.10.2018 16:15,10615,10262
02.10.2018 16:15 - 02.10.2018 16:30,10604,10132
02.10.2018 16:30 - 02.10.2018 16:45,10614,10067
02.10.2018 16:45 - 02.10.2018 17:00,10682,10114
02.10.2018 17:00 - 02.10.2018 17:15,10732,10358
02.10.2018 17:15 - 02.10.2018 17:30,10789,10506
02.10.2018 17:30 - 02.10.2018 17:45,10851,10696
02.10.2018 17:45 - 02.10.2018 18:00,10885,10740
02.10.2018 18:00 - 02.10.2018 18:15,10983,10618
02.10.2018 18:15 - 02.10.2018 18:30,10988,10499
02.10.2018 18:30 - 02.10.2018 18:45,10979,10504
02.10.2018 18:45 - 02.10.2018 19:00,10948,10485
02.10.2018 19:00 - 02.10.2018 19:15,11193,10479
02.10.2018 19:15 - 02.10.2018 19:30,11086,10452
02.10.2018 19:30 - 02.10.2018 19:45,11110,10739
02.10.2018 19:45 - 02.10.2018 20:00,11199,10862
02.10.2018 20:00 - 02.10.2018 20:15,11072,10732
02.10.2018 20:15 - 02.10.2018 20:30,11026,10625
02.10.2018 20:30 - 02.10.2018 20:45,10968,10370
02.10.2018 20:45 - 02.10.2018 21:00,10802,10052
02.10.2018 21:00 - 02.10.2018 21:15,10538,9876
02.10.2018 21:15 - 02.10.2018 21:30,10447,9783
02.10.2018 21:30 - 02.10.2018 21:45,10299,9751
02.10.2018 21:45 - 02.10.2018 22:00,10134,9518
02.10.2018 22:00 - 02.10.2018 22:15,10182,9497
02.10.2018 22:15 - 02.10.2018 22:30,10161,9543
02.10.2018 22:30 - 02.10.2018 22:45,10068,9444
02.10.2018 22:45 - 02.10.2018 23:00,9937,9417
02.10.2018 23:00 - 02.10.2018 23:15,9815,9397
02.10.2018 23:15 - 02.10.2018 23:30,9670,9321
02.10.2018 23:30 - 02.10.2018 23:45,9517,9123
02.10.2018 23:45 - 03.10.2018 00:00,9372,8966
03.10.2018 00:00 - 03.10.2018 00:15,9064,8780
03.10.2018 00:15 - 03.10.2018 00:30,8884,8674
03.10.2018 00:30 - 03.10.2018 00:45,8796,8689
03.10.2018 00:45 - 03.10.2018 01:00,8691,8464
03.10.2018 01:00 - 03.10.2018 01:15,8606,8330
03.10.2018 01:15 - 03.10.2018 01:30,8488,8197
03.10.2018 01:30 - 03.10.2018 01:45,8381,8057
03.10.2018 01:45 - 03.10.2018 02:00,8348,8030
03.10.2018 02:00 - 03.10.2018 02:15,8206,7934
03.10.2018 02:15 - 03.10.2018 02:30,8185,7829
03.10.2018 02:30 - 03.10.2018 02:45,8136,7830
03.10.2018 02:45 - 03.10.2018 03:00,8123,7835
03.10.2018 03:00 - 03.10.2018 03:15,8128,7648
03.10.2018 03:15 - 03.10.2018 03:30,8071,7758
03.10.2018 03:30 - 03.10.2018 03:45,8039,7813
03.10.2018 03:45 - 03.10.2018 04:00,8064,7908
03.10.2018 04:00 - 03.10.2018 04:15,8146,7965
03.10.2018 04:15 - 03.10.2018 04:30,8129,7908
03.10.2018 04:30 - 03.10.2018 04:45,8160,7944
03.10.2018 04:45 - 03.10.2018 05:00,8254,7911
03.10.2018 05:00 - 03.10.2018 05:15,8364,8203
03.10.2018 05:15 - 03.10.2018 05:30,8439,8316
03.10.2018 05:30 - 03.10.2018 05:45,8564,8413
03.10.2018 05:45 - 03.10.2018 06:00,8762,8655
03.10.2018 06:00 - 03.10.2018 06:15,9147,9104
03.10.2018 06:15 - 03.10.2018 06:30,9466,9373
03.10.2018 06:30 - 03.10.2018 06:45,9740,9737
03.10.2018 06:45 - 03.10.2018 07:00,10040,10185
03.10.2018 07:00 - 03.10.2018 07:15,10517,10425
03.10.2018 07:15 - 03.10.2018 07:30,10665,10608
03.10.2018 07:30 - 03.10.2018 07:45,10786,10805
03.10.2018 07:45 - 03.10.2018 08:00,10838,10809
03.10.2018 08:00 - 03.10.2018 08:15,10858,10784
03.10.2018 08:15 - 03.10.2018 08:30,10924,10741
03.10.2018 08:30 - 03.10.2018 08:45,11016,10856
03.10.2018 08:45 - 03.10.2018 09:00,11095,10926
03.10.2018 09:00 - 03.10.2018 09:15,11129,10894
03.10.2018 09:15 - 03.10.2018 09:30,11165,11004
03.10.2018 09:30 - 03.10.2018 09:45,11206,10974
03.10.2018 09:45 - 03.10.2018 10:00,11215,11054
03.10.2018 10:00 - 03.10.2018 10:15,11217,10941
03.10.2018 10:15 - 03.10.2018 10:30,11190,10911
03.10.2018 10:30 - 03.10.2018 10:45,11215,10908
03.10.2018 10:45 - 03.10.2018 11:00,11236,10980
03.10.2018 11:00 - 03.10.2018 11:15,11200,11001
03.10.2018 11:15 - 03.10.2018 11:30,11255,11073
03.10.2018 11:30 - 03.10.2018 11:45,11276,11047
03.10.2018 11:45 - 03.10.2018 12:00,11264,10914
03.10.2018 12:00 - 03.10.2018 12:15,11055,10741
03.10.2018 12:15 - 03.10.2018 12:30,10917,10619
03.10.2018 12:30 - 03.10.2018 12:45,10899,10604
03.10.2018 12:45 - 03.10.2018 13:00,10916,10597
03.10.2018 13:00 - 03.10.2018 13:15,10942,10573
03.10.2018 13:15 - 03.10.2018 13:30,10918,10580
03.10.2018 13:30 - 03.10.2018 13:45,10903,10574
03.10.2018 13:45 - 03.10.2018 14:00,10827,10475
03.10.2018 14:00 - 03.10.2018 14:15,10766,10432
03.10.2018 14:15 - 03.10.2018 14:30,10760,10391
03.10.2018 14:30 - 03.10.2018 14:45,10784,10445
03.10.2018 14:45 - 03.10.2018 15:00,10754,10325
03.10.2018 15:00 - 03.10.2018 15:15,10733,10383
03.10.2018 15:15 - 03.10.2018 15:30,10694,10296
03.10.2018 15:30 - 03.10.2018 15:45,10647,10327
03.10.2018 15:45 - 03.10.2018 16:00,10635,10362
03.10.2018 16:00 - 03.10.2018 16:15,10625,10336
03.10.2018 16:15 - 03.10.2018 16:30,10613,10373
03.10.2018 16:30 - 03.10.2018 16:45,10624,10322
03.10.2018 16:45 - 03.10.2018 17:00,10692,10425
03.10.2018 17:00 - 03.10.2018 17:15,10754,10419
03.10.2018 17:15 - 03.10.2018 17:30,10811,10446
03.10.2018 17:30 - 03.10.2018 17:45,10873,10548
03.10.2018 17:45 - 03.10.2018 18:00,10907,10638
03.10.2018 18:00 - 03.10.2018 18:15,11026,10639
03.10.2018 18:15 - 03.10.2018 18:30,11031,10631
03.10.2018 18:30 - 03.10.2018 18:45,11022,10697
03.10.2018 18:45 - 03.10.2018 19:00,10991,10662
03.10.2018 19:00 - 03.10.2018 19:15,11330,10742
03.10.2018 19:15 - 03.10.2018 19:30,11221,10904
03.10.2018 19:30 - 03.10.2018 19:45,11246,11105
03.10.2018 19:45 - 03.10.2018 20:00,11336,11099
03.10.2018 20:00 - 03.10.2018 20:15,11083,11034
03.10.2018 20:15 - 03.10.2018 20:30,11037,10966
03.10.2018 20:30 - 03.10.2018 20:45,10979,10768
03.10.2018 20:45 - 03.10.2018 21:00,10813,10631
03.10.2018 21:00 - 03.10.2018 21:15,10494,10340
03.10.2018 21:15 - 03.10.2018 21:30,10403,10272
03.10.2018 21:30 - 03.10.2018 21:45,10256,10118
03.10.2018 21:45 - 03.10.2018 22:00,10092,9917
03.10.2018 22:00 - 03.10.2018 22:15,10131,9915
03.10.2018 22:15 - 03.10.2018 22:30,10110,9958
03.10.2018 22:30 - 03.10.2018 22:45,10018,9902
03.10.2018 22:45 - 03.10.2018 23:00,9887,9737
03.10.2018 23:00 - 03.10.2018 23:15,9818,9791
03.10.2018 23:15 - 03.10.2018 23:30,9673,9557
03.10.2018 23:30 - 03.10.2018 23:45,9520,9347
03.10.2018 23:45 - 04.10.2018 00:00,9375,9185
04.10.2018 00:00 - 04.10.2018 00:15,9096,9027
04.10.2018 00:15 - 04.10.2018 00:30,8924,8789
04.10.2018 00:30 - 04.10.2018 00:45,8847,8682
04.10.2018 00:45 - 04.10.2018 01:00,8729,8567
04.10.2018 01:00 - 04.10.2018 01:15,8595,8508
04.10.2018 01:15 - 04.10.2018 01:30,8476,8462
04.10.2018 01:30 - 04.10.2018 01:45,8363,8341
04.10.2018 01:45 - 04.10.2018 02:00,8329,8242
04.10.2018 02:00 - 04.10.2018 02:15,8155,8171
04.10.2018 02:15 - 04.10.2018 02:30,8146,8102
04.10.2018 02:30 - 04.10.2018 02:45,8123,8043
04.10.2018 02:45 - 04.10.2018 03:00,8084,7979
04.10.2018 03:00 - 04.10.2018 03:15,8095,7959
04.10.2018 03:15 - 04.10.2018 03:30,8047,7958
04.10.2018 03:30 - 04.10.2018 03:45,8027,7974
04.10.2018 03:45 - 04.10.2018 04:00,8061,7994
04.10.2018 04:00 - 04.10.2018 04:15,8139,8020
04.10.2018 04:15 - 04.10.2018 04:30,8112,8022
04.10.2018 04:30 - 04.10.2018 04:45,8158,8020
04.10.2018 04:45 - 04.10.2018 05:00,8240,8141
04.10.2018 05:00 - 04.10.2018 05:15,8408,8354
04.10.2018 05:15 - 04.10.2018 05:30,8503,8448
04.10.2018 05:30 - 04.10.2018 05:45,8631,8574
04.10.2018 05:45 - 04.10.2018 06:00,8813,8732
04.10.2018 06:00 - 04.10.2018 06:15,9235,9158
04.10.2018 06:15 - 04.10.2018 06:30,9550,9522
04.10.2018 06:30 - 04.10.2018 06:45,9850,9729
04.10.2018 06:45 - 04.10.2018 07:00,10133,10028
04.10.2018 07:00 - 04.10.2018 07:15,10539,10392
04.10.2018 07:15 - 04.10.2018 07:30,10709,10683
04.10.2018 07:30 - 04.10.2018 07:45,10813,10734
04.10.2018 07:45 - 04.10.2018 08:00,10855,10728
04.10.2018 08:00 - 04.10.2018 08:15,10868,10787
04.10.2018 08:15 - 04.10.2018 08:30,10925,10760
04.10.2018 08:30 - 04.10.2018 08:45,11019,10781
04.10.2018 08:45 - 04.10.2018 09:00,11100,10753
04.10.2018 09:00 - 04.10.2018 09:15,11139,10812
04.10.2018 09:15 - 04.10.2018 09:30,11174,10850
04.10.2018 09:30 - 04.10.2018 09:45,11214,10930
04.10.2018 09:45 - 04.10.2018 10:00,11235,11008
04.10.2018 10:00 - 04.10.2018 10:15,11190,10868
04.10.2018 10:15 - 04.10.2018 10:30,11179,10852
04.10.2018 10:30 - 04.10.2018 10:45,11206,10870
04.10.2018 10:45 - 04.10.2018 11:00,11237,10977
04.10.2018 11:00 - 04.10.2018 11:15,11193,10986
04.10.2018 11:15 - 04.10.2018 11:30,11243,11024
04.10.2018 11:30 - 04.10.2018 11:45,11277,11002
04.10.2018 11:45 - 04.10.2018 12:00,11261,11086
04.10.2018 12:00 - 04.10.2018 12:15,11057,10895
04.10.2018 12:15 - 04.10.2018 12:30,10925,10659
04.10.2018 12:30 - 04.10.2018 12:45,10908,10546
04.10.2018 12:45 - 04.10.2018 13:00,10923,10625
04.10.2018 13:00 - 04.10.2018 13:15,10952,10636
04.10.2018 13:15 - 04.10.2018 13:30,10932,10589
04.10.2018 13:30 - 04.10.2018 13:45,10921,10513
04.10.2018 13:45 - 04.10.2018 14:00,10856,10528
04.10.2018 14:00 - 04.10.2018 14:15,10776,10473
04.10.2018 14:15 - 04.10.2018 14:30,10777,10486
04.10.2018 14:30 - 04.10.2018 14:45,10777,10412
04.10.2018 14:45 - 04.10.2018 15:00,10731,10370
04.10.2018 15:00 - 04.10.2018 15:15,10740,10362
04.10.2018 15:15 - 04.10.2018 15:30,10700,10475
04.10.2018 15:30 - 04.10.2018 15:45,10657,10364
04.10.2018 15:45 - 04.10.2018 16:00,10649,10442
04.10.2018 16:00 - 04.10.2018 16:15,10637,10459
04.10.2018 16:15 - 04.10.2018 16:30,10612,10488
04.10.2018 16:30 - 04.10.2018 16:45,10613,10544
04.10.2018 16:45 - 04.10.2018 17:00,10679,10489
04.10.2018 17:00 - 04.10.2018 17:15,10767,10609
04.10.2018 17:15 - 04.10.2018 17:30,10834,10609
04.10.2018 17:30 - 04.10.2018 17:45,10913,10748
04.10.2018 17:45 - 04.10.2018 18:00,10950,10785
04.10.2018 18:00 - 04.10.2018 18:15,11046,10722
04.10.2018 18:15 - 04.10.2018 18:30,11033,10776
04.10.2018 18:30 - 04.10.2018 18:45,11024,10853
04.10.2018 18:45 - 04.10.2018 19:00,10996,10916
04.10.2018 19:00 - 04.10.2018 19:15,11200,10927
04.10.2018 19:15 - 04.10.2018 19:30,11101,10931
04.10.2018 19:30 - 04.10.2018 19:45,11158,11155
04.10.2018 19:45 - 04.10.2018 20:00,11254,11190
04.10.2018 20:00 - 04.10.2018 20:15,11017,11065
04.10.2018 20:15 - 04.10.2018 20:30,10962,10846
04.10.2018 20:30 - 04.10.2018 20:45,10882,10775
04.10.2018 20:45 - 04.10.2018 21:00,10695,10574
04.10.2018 21:00 - 04.10.2018 21:15,10432,10320
04.10.2018 21:15 - 04.10.2018 21:30,10341,10241
04.10.2018 21:30 - 04.10.2018 21:45,10210,10023
04.10.2018 21:45 - 04.10.2018 22:00,10038,9814
04.10.2018 22:00 - 04.10.2018 22:15,10090,9836
04.10.2018 22:15 - 04.10.2018 22:30,10078,9824
04.10.2018 22:30 - 04.10.2018 22:45,9986,9804
04.10.2018 22:45 - 04.10.2018 23:00,9868,9709
04.10.2018 23:00 - 04.10.2018 23:15,9788,9639
04.10.2018 23:15 - 04.10.2018 23:30,9650,9511
04.10.2018 23:30 - 04.10.2018 23:45,9490,9287
04.10.2018 23:45 - 05.10.2018 00:00,9345,9092
05.10.2018 00:00 - 05.10.2018 00:15,9027,8842
05.10.2018 00:15 - 05.10.2018 00:30,8850,8731
05.10.2018 00:30 - 05.10.2018 00:45,8769,8631
05.10.2018 00:45 - 05.10.2018 01:00,8653,8563
05.10.2018 01:00 - 05.10.2018 01:15,8561,8512
05.10.2018 01:15 - 05.10.2018 01:30,8453,8420
05.10.2018 01:30 - 05.10.2018 01:45,8342,8254
05.10.2018 01:45 - 05.10.2018 02:00,8302,8209
05.10.2018 02:00 - 05.10.2018 02:15,8218,8136
05.10.2018 02:15 - 05.10.2018 02:30,8195,8156
05.10.2018 02:30 - 05.10.2018 02:45,8174,8090
05.10.2018 02:45 - 05.10.2018 03:00,8141,8122
05.10.2018 03:00 - 05.10.2018 03:15,8072,8091
05.10.2018 03:15 - 05.10.2018 03:30,8044,7986
05.10.2018 03:30 - 05.10.2018 03:45,8034,8032
05.10.2018 03:45 - 05.10.2018 04:00,8075,8060
