Time (CET),Day-ahead Total Load Forecast [MW] - Austria (AT),Actual Total Load [MW] - Austria (AT)
26.09.2018 15:30 - 26.09.2018 15:45,7587,7924
26.09.2018 15:45 - 26.09.2018 16:00,7589,7897
26.09.2018 16:00 - 26.09.2018 16:15,7580,7894
26.09.2018 16:15 - 26.09.2018 16:30,7573,7867
26.09.2018 16:30 - 26.09.2018 16:45,7570,7923
26.09.2018 16:45 - 26.09.2018 17:00,7569,7954
26.09.2018 17:00 - 26.09.2018 17:15,7564,7960
26.09.2018 17:15 - 26.09.2018 17:30,7604,8039
26.09.2018 17:30 - 26.09.2018 17:45,7647,8162
26.09.2018 17:45 - 26.09.2018 18:00,7677,8191
26.09.2018 18:00 - 26.09.2018 18:15,7648,8160
26.09.2018 18:15 - 26.09.2018 18:30,7657,8253
26.09.2018 18:30 - 26.09.2018 18:45,7674,8347
26.09.2018 18:45 - 26.09.2018 19:00,7683,8462
26.09.2018 19:00 - 26.09.2018 19:15,7580,8542
26.09.2018 19:15 - 26.09.2018 19:30,7583,8526
26.09.2018 19:30 - 26.09.2018 19:45,7606,8469
26.09.2018 19:45 - 26.09.2018 20:00,7597,8310
26.09.2018 20:00 - 26.09.2018 20:15,7539,8131
26.09.2018 20:15 - 26.09.2018 20:30,7430,8030
26.09.2018 20:30 - 26.09.2018 20:45,7290,7890
26.09.2018 20:45 - 26.09.2018 21:00,7144,7712
26.09.2018 21:00 - 26.09.2018 21:15,6977,7476
26.09.2018 21:15 - 26.09.2018 21:30,6839,7280
26.09.2018 21:30 - 26.09.2018 21:45,6683,7138
26.09.2018 21:45 - 26.09.2018 22:00,6537,7014
26.09.2018 22:00 - 26.09.2018 22:15,6599,7070
26.09.2018 22:15 - 26.09.2018 22:30,6491,7069
26.09.2018 22:30 - 26.09.2018 22:45,6327,6930
26.09.2018 22:45 - 26.09.2018 23:00,6177,6798
26.09.2018 23:00 - 26.09.2018 23:15,6094,6650
26.09.2018 23:15 - 26.09.2018 23:30,5930,6535
26.09.2018 23:30 - 26.09.2018 23:45,5798,6373
26.09.2018 23:45 - 27.09.2018 00:00,5834,6298
27.09.2018 00:00 - 27.09.2018 00:15,5732,6341
27.09.2018 00:15 - 27.09.2018 00:30,5640,6202
27.09.2018 00:30 - 27.09.2018 00:45,5536,6104
27.09.2018 00:45 - 27.09.2018 01:00,5452,6005
27.09.2018 01:00 - 27.09.2018 01:15,5428,5929
27.09.2018 01:15 - 27.09.2018 01:30,5336,5913
27.09.2018 01:30 - 27.09.2018 01:45,5276,5844
27.09.2018 01:45 - 27.09.2018 02:00,5216,5803
27.09.2018 02:00 - 27.09.2018 02:15,5300,5850
27.09.2018 02:15 - 27.09.2018 02:30,5252,5776
27.09.2018 02:30 - 27.09.2018 02:45,5188,5741
27.09.2018 02:45 - 27.09.2018 03:00,5140,5685
27.09.2018 03:00 - 27.09.2018 03:15,5136,5630
27.09.2018 03:15 - 27.09.2018 03:30,5108,5626
27.09.2018 03:30 - 27.09.2018 03:45,5096,5637
27.09.2018 03:45 - 27.09.2018 04:00,5108,5611
27.09.2018 04:00 - 27.09.2018 04:15,5156,5692
27.09.2018 04:15 - 27.09.2018 04:30,5192,5746
27.09.2018 04:30 - 27.09.2018 04:45,5260,5824
27.09.2018 04:45 - 27.09.2018 05:00,5360,5929
27.09.2018 05:00 - 27.09.2018 05:15,5548,6195
27.09.2018 05:15 - 27.09.2018 05:30,5700,6372
27.09.2018 05:30 - 27.09.2018 05:45,5916,6608
27.09.2018 05:45 - 27.09.2018 06:00,6208,6834
27.09.2018 06:00 - 27.09.2018 06:15,6608,7268
27.09.2018 06:15 - 27.09.2018 06:30,6916,7631
27.09.2018 06:30 - 27.09.2018 06:45,7132,7892
27.09.2018 06:45 - 27.09.2018 07:00,7324,8030
27.09.2018 07:00 - 27.09.2018 07:15,7628,8339
27.09.2018 07:15 - 27.09.2018 07:30,7764,8459
27.09.2018 07:30 - 27.09.2018 07:45,7860,8560
27.09.2018 07:45 - 27.09.2018 08:00,7940,8604
27.09.2018 08:00 - 27.09.2018 08:15,8020,8706
27.09.2018 08:15 - 27.09.2018 08:30,8060,8722
27.09.2018 08:30 - 27.09.2018 08:45,8076,8668
27.09.2018 08:45 - 27.09.2018 09:00,8084,8647
27.09.2018 09:00 - 27.09.2018 09:15,8036,8500
27.09.2018 09:15 - 27.09.2018 09:30,8052,8457
27.09.2018 09:30 - 27.09.2018 09:45,8080,8463
27.09.2018 09:45 - 27.09.2018 10:00,8088,8478
27.09.2018 10:00 - 27.09.2018 10:15,8068,8417
27.09.2018 10:15 - 27.09.2018 10:30,8084,8405
27.09.2018 10:30 - 27.09.2018 10:45,8112,8425
27.09.2018 10:45 - 27.09.2018 11:00,8144,8368
27.09.2018 11:00 - 27.09.2018 11:15,8144,8365
27.09.2018 11:15 - 27.09.2018 11:30,8172,8415
27.09.2018 11:30 - 27.09.2018 11:45,8164,8413
27.09.2018 11:45 - 27.09.2018 12:00,8136,8376
27.09.2018 12:00 - 27.09.2018 12:15,8012,8248
27.09.2018 12:15 - 27.09.2018 12:30,7916,8188
27.09.2018 12:30 - 27.09.2018 12:45,7888,8122
27.09.2018 12:45 - 27.09.2018 13:00,7888,8084
27.09.2018 13:00 - 27.09.2018 13:15,7928,8116
27.09.2018 13:15 - 27.09.2018 13:30,7916,8132
27.09.2018 13:30 - 27.09.2018 13:45,7888,8107
27.09.2018 13:45 - 27.09.2018 14:00,7848,8016
27.09.2018 14:00 - 27.09.2018 14:15,7852,7930
27.09.2018 14:15 - 27.09.2018 14:30,7848,7952
27.09.2018 14:30 - 27.09.2018 14:45,7832,7924
27.09.2018 14:45 - 27.09.2018 15:00,7816,7939
27.09.2018 15:00 - 27.09.2018 15:15,7832,7995
27.09.2018 15:15 - 27.09.2018 15:30,7816,8012
27.09.2018 15:30 - 27.09.2018 15:45,7800,7969
27.09.2018 15:45 - 27.09.2018 16:00,7800,7973
27.09.2018 16:00 - 27.09.2018 16:15,7804,7934
27.09.2018 16:15 - 27.09.2018 16:30,7800,7927
27.09.2018 16:30 - 27.09.2018 16:45,7792,7983
27.09.2018 16:45 - 27.09.2018 17:00,7812,7973
27.09.2018 17:00 - 27.09.2018 17:15,7836,7993
27.09.2018 17:15 - 27.09.2018 17:30,7872,8037
27.09.2018 17:30 - 27.09.2018 17:45,7924,8162
27.09.2018 17:45 - 27.09.2018 18:00,7948,8145
27.09.2018 18:00 - 27.09.2018 18:15,7924,8140
27.09.2018 18:15 - 27.09.2018 18:30,7932,8198
27.09.2018 18:30 - 27.09.2018 18:45,7960,8298
27.09.2018 18:45 - 27.09.2018 19:00,7980,8405
27.09.2018 19:00 - 27.09.2018 19:15,7884,8404
27.09.2018 19:15 - 27.09.2018 19:30,7900,8470
27.09.2018 19:30 - 27.09.2018 19:45,7920,8425
27.09.2018 19:45 - 27.09.2018 20:00,7880,8279
27.09.2018 20:00 - 27.09.2018 20:15,7800,8119
27.09.2018 20:15 - 27.09.2018 20:30,7664,7975
27.09.2018 20:30 - 27.09.2018 20:45,7500,7818
27.09.2018 20:45 - 27.09.2018 21:00,7360,7672
27.09.2018 21:00 - 27.09.2018 21:15,7176,7451
27.09.2018 21:15 - 27.09.2018 21:30,7020,7286
27.09.2018 21:30 - 27.09.2018 21:45,6868,7136
27.09.2018 21:45 - 27.09.2018 22:00,6728,6998
27.09.2018 22:00 - 27.09.2018 22:15,6756,7043
27.09.2018 22:15 - 27.09.2018 22:30,6648,6940
27.09.2018 22:30 - 27.09.2018 22:45,6480,6826
27.09.2018 22:45 - 27.09.2018 23:00,6320,6678
27.09.2018 23:00 - 27.09.2018 23:15,6244,6562
27.09.2018 23:15 - 27.09.2018 23:30,6080,6424
27.09.2018 23:30 - 27.09.2018 23:45,5932,6311
27.09.2018 23:45 - 28.09.2018 00:00,5828,6210
28.09.2018 00:00 - 28.09.2018 00:15,5988,6226
28.09.2018 00:15 - 28.09.2018 00:30,5868,6104
28.09.2018 00:30 - 28.09.2018 00:45,5752,6012
28.09.2018 00:45 - 28.09.2018 01:00,5664,5937
28.09.2018 01:00 - 28.09.2018 01:15,5644,5910
28.09.2018 01:15 - 28.09.2018 01:30,5552,5806
28.09.2018 01:30 - 28.09.2018 01:45,5472,5769
28.09.2018 01:45 - 28.09.2018 02:00,5420,5669
28.09.2018 02:00 - 28.09.2018 02:15,5476,5728
28.09.2018 02:15 - 28.09.2018 02:30,5432,5673
28.09.2018 02:30 - 28.09.2018 02:45,5388,5625
28.09.2018 02:45 - 28.09.2018 03:00,5340,5574
28.09.2018 03:00 - 28.09.2018 03:15,5336,5602
28.09.2018 03:15 - 28.09.2018 03:30,5308,5604
28.09.2018 03:30 - 28.09.2018 03:45,5296,5574
28.09.2018 03:45 - 28.09.2018 04:00,5292,5577
28.09.2018 04:00 - 28.09.2018 04:15,5332,5619
28.09.2018 04:15 - 28.09.2018 04:30,5364,5658
28.09.2018 04:30 - 28.09.2018 04:45,5420,5719
28.09.2018 04:45 - 28.09.2018 05:00,5512,5754
28.09.2018 05:00 - 28.09.2018 05:15,5712,6026
28.09.2018 05:15 - 28.09.2018 05:30,5860,6200
28.09.2018 05:30 - 28.09.2018 05:45,6072,6424
28.09.2018 05:45 - 28.09.2018 06:00,6320,6684
28.09.2018 06:00 - 28.09.2018 06:15,6712,7159
28.09.2018 06:15 - 28.09.2018 06:30,6996,7443
28.09.2018 06:30 - 28.09.2018 06:45,7236,7636
28.09.2018 06:45 - 28.09.2018 07:00,7420,7733
28.09.2018 07:00 - 28.09.2018 07:15,7732,8172
28.09.2018 07:15 - 28.09.2018 07:30,7840,8292
28.09.2018 07:30 - 28.09.2018 07:45,7940,8342
28.09.2018 07:45 - 28.09.2018 08:00,8024,8355
28.09.2018 08:00 - 28.09.2018 08:15,8132,8425
28.09.2018 08:15 - 28.09.2018 08:30,8176,8458
28.09.2018 08:30 - 28.09.2018 08:45,8212,8398
28.09.2018 08:45 - 28.09.2018 09:00,8224,8395
28.09.2018 09:00 - 28.09.2018 09:15,8188,8289
28.09.2018 09:15 - 28.09.2018 09:30,8208,8276
28.09.2018 09:30 - 28.09.2018 09:45,8240,8293
28.09.2018 09:45 - 28.09.2018 10:00,8240,8316
28.09.2018 10:00 - 28.09.2018 10:15,8232,8266
28.09.2018 10:15 - 28.09.2018 10:30,8240,8274
28.09.2018 10:30 - 28.09.2018 10:45,8264,8274
28.09.2018 10:45 - 28.09.2018 11:00,8284,8291
28.09.2018 11:00 - 28.09.2018 11:15,8300,8243
28.09.2018 11:15 - 28.09.2018 11:30,8312,8254
28.09.2018 11:30 - 28.09.2018 11:45,8296,8263
28.09.2018 11:45 - 28.09.2018 12:00,8240,8184
28.09.2018 12:00 - 28.09.2018 12:15,8144,8092
28.09.2018 12:15 - 28.09.2018 12:30,8028,7972
28.09.2018 12:30 - 28.09.2018 12:45,7960,7890
28.09.2018 12:45 - 28.09.2018 13:00,7916,7835
28.09.2018 13:00 - 28.09.2018 13:15,7896,7832
28.09.2018 13:15 - 28.09.2018 13:30,7856,7803
28.09.2018 13:30 - 28.09.2018 13:45,7804,7762
28.09.2018 13:45 - 28.09.2018 14:00,7756,7746
28.09.2018 14:00 - 28.09.2018 14:15,7720,7695
28.09.2018 14:15 - 28.09.2018 14:30,7684,7685
28.09.2018 14:30 - 28.09.2018 14:45,7648,7637
28.09.2018 14:45 - 28.09.2018 15:00,7620,7606
28.09.2018 15:00 - 28.09.2018 15:15,7628,7527
28.09.2018 15:15 - 28.09.2018 15:30,7608,7473
28.09.2018 15:30 - 28.09.2018 15:45,7584,7559
28.09.2018 15:45 - 28.09.2018 16:00,7576,7572
28.09.2018 16:00 - 28.09.2018 16:15,7576,7600
28.09.2018 16:15 - 28.09.2018 16:30,7580,7606
28.09.2018 16:30 - 28.09.2018 16:45,7596,7622
28.09.2018 16:45 - 28.09.2018 17:00,7616,7634
28.09.2018 17:00 - 28.09.2018 17:15,7640,7700
28.09.2018 17:15 - 28.09.2018 17:30,7672,7697
28.09.2018 17:30 - 28.09.2018 17:45,7716,7769
28.09.2018 17:45 - 28.09.2018 18:00,7748,7838
28.09.2018 18:00 - 28.09.2018 18:15,7720,7765
28.09.2018 18:15 - 28.09.2018 18:30,7732,7860
28.09.2018 18:30 - 28.09.2018 18:45,7740,7951
28.09.2018 18:45 - 28.09.2018 19:00,7744,8082
28.09.2018 19:00 - 28.09.2018 19:15,7632,8086
28.09.2018 19:15 - 28.09.2018 19:30,7632,8050
28.09.2018 19:30 - 28.09.2018 19:45,7632,7959
28.09.2018 19:45 - 28.09.2018 20:00,7592,7852
28.09.2018 20:00 - 28.09.2018 20:15,7504,7660
28.09.2018 20:15 - 28.09.2018 20:30,7380,7538
28.09.2018 20:30 - 28.09.2018 20:45,7232,7368
28.09.2018 20:45 - 28.09.2018 21:00,7084,7232
28.09.2018 21:00 - 28.09.2018 21:15,6920,6985
28.09.2018 21:15 - 28.09.2018 21:30,6780,6884
28.09.2018 21:30 - 28.09.2018 21:45,6632,6786
28.09.2018 21:45 - 28.09.2018 22:00,6496,6611
28.09.2018 22:00 - 28.09.2018 22:15,6588,6758
28.09.2018 22:15 - 28.09.2018 22:30,6528,6670
28.09.2018 22:30 - 28.09.2018 22:45,6392,6495
28.09.2018 22:45 - 28.09.2018 23:00,6256,6388
28.09.2018 23:00 - 28.09.2018 23:15,6168,6302
28.09.2018 23:15 - 28.09.2018 23:30,6012,6166
28.09.2018 23:30 - 28.09.2018 23:45,5876,6041
28.09.2018 23:45 - 29.09.2018 00:00,5784,6024
29.09.2018 00:00 - 29.09.2018 00:15,5640,5996
29.09.2018 00:15 - 29.09.2018 00:30,5492,5876
29.09.2018 00:30 - 29.09.2018 00:45,5388,5832
29.09.2018 00:45 - 29.09.2018 01:00,5288,5816
29.09.2018 01:00 - 29.09.2018 01:15,5232,5707
29.09.2018 01:15 - 29.09.2018 01:30,5152,5628
29.09.2018 01:30 - 29.09.2018 01:45,5084,5575
29.09.2018 01:45 - 29.09.2018 02:00,5008,5485
29.09.2018 02:00 - 29.09.2018 02:15,5080,5567
29.09.2018 02:15 - 29.09.2018 02:30,5032,5488
29.09.2018 02:30 - 29.09.2018 02:45,4972,5445
29.09.2018 02:45 - 29.09.2018 03:00,4908,5407
29.09.2018 03:00 - 29.09.2018 03:15,4892,5355
29.09.2018 03:15 - 29.09.2018 03:30,4852,5328
29.09.2018 03:30 - 29.09.2018 03:45,4820,5319
29.09.2018 03:45 - 29.09.2018 04:00,4816,5266
29.09.2018 04:00 - 29.09.2018 04:15,4872,5236
29.09.2018 04:15 - 29.09.2018 04:30,4868,5217
29.09.2018 04:30 - 29.09.2018 04:45,4880,5281
29.09.2018 04:45 - 29.09.2018 05:00,4924,5336
29.09.2018 05:00 - 29.09.2018 05:15,5000,5340
29.09.2018 05:15 - 29.09.2018 05:30,5024,5376
29.09.2018 05:30 - 29.09.2018 05:45,5092,5442
29.09.2018 05:45 - 29.09.2018 06:00,5180,5550
29.09.2018 06:00 - 29.09.2018 06:15,5316,5650
29.09.2018 06:15 - 29.09.2018 06:30,5428,5816
29.09.2018 06:30 - 29.09.2018 06:45,5516,5995
29.09.2018 06:45 - 29.09.2018 07:00,5620,6042
29.09.2018 07:00 - 29.09.2018 07:15,5840,6364
29.09.2018 07:15 - 29.09.2018 07:30,5936,6438
29.09.2018 07:30 - 29.09.2018 07:45,6044,6507
29.09.2018 07:45 - 29.09.2018 08:00,6152,6632
29.09.2018 08:00 - 29.09.2018 08:15,6280,6759
29.09.2018 08:15 - 29.09.2018 08:30,6364,6873
29.09.2018 08:30 - 29.09.2018 08:45,6452,6939
29.09.2018 08:45 - 29.09.2018 09:00,6528,6998
29.09.2018 09:00 - 29.09.2018 09:15,6600,7055
29.09.2018 09:15 - 29.09.2018 09:30,6632,7084
29.09.2018 09:30 - 29.09.2018 09:45,6660,7076
29.09.2018 09:45 - 29.09.2018 10:00,6684,7025
29.09.2018 10:00 - 29.09.2018 10:15,6708,7043
29.09.2018 10:15 - 29.09.2018 10:30,6728,7032
29.09.2018 10:30 - 29.09.2018 10:45,6744,7049
29.09.2018 10:45 - 29.09.2018 11:00,6768,7042
29.09.2018 11:00 - 29.09.2018 11:15,6820,7034
29.09.2018 11:15 - 29.09.2018 11:30,6848,7035
29.09.2018 11:30 - 29.09.2018 11:45,6848,7041
29.09.2018 11:45 - 29.09.2018 12:00,6800,6977
29.09.2018 12:00 - 29.09.2018 12:15,6732,6882
29.09.2018 12:15 - 29.09.2018 12:30,6624,6739
29.09.2018 12:30 - 29.09.2018 12:45,6548,6614
29.09.2018 12:45 - 29.09.2018 13:00,6496,6530
29.09.2018 13:00 - 29.09.2018 13:15,6452,6528
29.09.2018 13:15 - 29.09.2018 13:30,6396,6472
29.09.2018 13:30 - 29.09.2018 13:45,6352,6447
29.09.2018 13:45 - 29.09.2018 14:00,6292,6367
29.09.2018 14:00 - 29.09.2018 14:15,6252,6333
29.09.2018 14:15 - 29.09.2018 14:30,6216,6288
29.09.2018 14:30 - 29.09.2018 14:45,6196,6309
29.09.2018 14:45 - 29.09.2018 15:00,6168,6276
29.09.2018 15:00 - 29.09.2018 15:15,6184,6295
29.09.2018 15:15 - 29.09.2018 15:30,6172,6290
29.09.2018 15:30 - 29.09.2018 15:45,6168,6289
29.09.2018 15:45 - 29.09.2018 16:00,6176,6288
29.09.2018 16:00 - 29.09.2018 16:15,6188,6336
29.09.2018 16:15 - 29.09.2018 16:30,6188,6308
29.09.2018 16:30 - 29.09.2018 16:45,6216,6383
29.09.2018 16:45 - 29.09.2018 17:00,6248,6450
29.09.2018 17:00 - 29.09.2018 17:15,6284,6465
29.09.2018 17:15 - 29.09.2018 17:30,6292,6566
29.09.2018 17:30 - 29.09.2018 17:45,6340,6638
29.09.2018 17:45 - 29.09.2018 18:00,6380,6738
29.09.2018 18:00 - 29.09.2018 18:15,6404,6814
29.09.2018 18:15 - 29.09.2018 18:30,6380,6802
29.09.2018 18:30 - 29.09.2018 18:45,6380,6862
29.09.2018 18:45 - 29.09.2018 19:00,6388,6981
29.09.2018 19:00 - 29.09.2018 19:15,6312,7036
29.09.2018 19:15 - 29.09.2018 19:30,6348,7049
29.09.2018 19:30 - 29.09.2018 19:45,6380,7002
29.09.2018 19:45 - 29.09.2018 20:00,6376,6944
29.09.2018 20:00 - 29.09.2018 20:15,6332,6787
29.09.2018 20:15 - 29.09.2018 20:30,6244,6706
29.09.2018 20:30 - 29.09.2018 20:45,6148,6579
29.09.2018 20:45 - 29.09.2018 21:00,6052,6473
29.09.2018 21:00 - 29.09.2018 21:15,5920,6315
29.09.2018 21:15 - 29.09.2018 21:30,5808,6187
29.09.2018 21:30 - 29.09.2018 21:45,5712,6100
29.09.2018 21:45 - 29.09.2018 22:00,5628,6021
29.09.2018 22:00 - 29.09.2018 22:15,5784,6184
29.09.2018 22:15 - 29.09.2018 22:30,5740,6106
29.09.2018 22:30 - 29.09.2018 22:45,5600,5978
29.09.2018 22:45 - 29.09.2018 23:00,5484,5865
29.09.2018 23:00 - 29.09.2018 23:15,5428,5782
29.09.2018 23:15 - 29.09.2018 23:30,5300,5680
29.09.2018 23:30 - 29.09.2018 23:45,5180,5538
29.09.2018 23:45 - 30.09.2018 00:00,5088,5447
30.09.2018 00:00 - 30.09.2018 00:15,5120,5486
30.09.2018 00:15 - 30.09.2018 00:30,5020,5372
30.09.2018 00:30 - 30.09.2018 00:45,4916,5258
30.09.2018 00:45 - 30.09.2018 01:00,4820,5163
30.09.2018 01:00 - 30.09.2018 01:15,4792,5130
30.09.2018 01:15 - 30.09.2018 01:30,4704,5021
30.09.2018 01:30 - 30.09.2018 01:45,4632,4982
30.09.2018 01:45 - 30.09.2018 02:00,4584,4928
30.09.2018 02:00 - 30.09.2018 02:15,4664,5041
30.09.2018 02:15 - 30.09.2018 02:30,4612,4972
30.09.2018 02:30 - 30.09.2018 02:45,4556,4920
30.09.2018 02:45 - 30.09.2018 03:00,4488,4896
30.09.2018 03:00 - 30.09.2018 03:15,4492,4871
30.09.2018 03:15 - 30.09.2018 03:30,4444,4807
30.09.2018 03:30 - 30.09.2018 03:45,4420,4782
30.09.2018 03:45 - 30.09.2018 04:00,4404,4804
30.09.2018 04:00 - 30.09.2018 04:15,4412,4793
30.09.2018 04:15 - 30.09.2018 04:30,4404,4806
30.09.2018 04:30 - 30.09.2018 04:45,4412,4827
30.09.2018 04:45 - 30.09.2018 05:00,4432,4848
30.09.2018 05:00 - 30.09.2018 05:15,4488,4911
30.09.2018 05:15 - 30.09.2018 05:30,4524,4949
30.09.2018 05:30 - 30.09.2018 05:45,4560,4994
30.09.2018 05:45 - 30.09.2018 06:00,4600,5031
30.09.2018 06:00 - 30.09.2018 06:15,4672,5134
30.09.2018 06:15 - 30.09.2018 06:30,4720,5262
30.09.2018 06:30 - 30.09.2018 06:45,4768,5323
30.09.2018 06:45 - 30.09.2018 07:00,4828,5382
30.09.2018 07:00 - 30.09.2018 07:15,5016,5611
30.09.2018 07:15 - 30.09.2018 07:30,5056,5688
30.09.2018 07:30 - 30.09.2018 07:45,5128,5796
30.09.2018 07:45 - 30.09.2018 08:00,5200,5815
30.09.2018 08:00 - 30.09.2018 08:15,5288,5874
30.09.2018 08:15 - 30.09.2018 08:30,5364,5908
30.09.2018 08:30 - 30.09.2018 08:45,5424,5944
30.09.2018 08:45 - 30.09.2018 09:00,5484,5947
30.09.2018 09:00 - 30.09.2018 09:15,5556,5976
30.09.2018 09:15 - 30.09.2018 09:30,5604,6013
30.09.2018 09:30 - 30.09.2018 09:45,5648,6028
30.09.2018 09:45 - 30.09.2018 10:00,5692,6046
30.09.2018 10:00 - 30.09.2018 10:15,5748,6096
30.09.2018 10:15 - 30.09.2018 10:30,5784,6118
30.09.2018 10:30 - 30.09.2018 10:45,5828,6151
30.09.2018 10:45 - 30.09.2018 11:00,5876,6170
30.09.2018 11:00 - 30.09.2018 11:15,5928,6202
30.09.2018 11:15 - 30.09.2018 11:30,5964,6244
30.09.2018 11:30 - 30.09.2018 11:45,5964,6206
30.09.2018 11:45 - 30.09.2018 12:00,5916,6160
30.09.2018 12:00 - 30.09.2018 12:15,5848,6065
30.09.2018 12:15 - 30.09.2018 12:30,5748,5967
30.09.2018 12:30 - 30.09.2018 12:45,5676,5872
30.09.2018 12:45 - 30.09.2018 13:00,5620,5781
30.09.2018 13:00 - 30.09.2018 13:15,5620,5882
30.09.2018 13:15 - 30.09.2018 13:30,5568,5695
30.09.2018 13:30 - 30.09.2018 13:45,5532,5650
30.09.2018 13:45 - 30.09.2018 14:00,5488,5605
30.09.2018 14:00 - 30.09.2018 14:15,5452,5612
30.09.2018 14:15 - 30.09.2018 14:30,5420,5545
30.09.2018 14:30 - 30.09.2018 14:45,5400,5509
30.09.2018 14:45 - 30.09.2018 15:00,5364,5514
30.09.2018 15:00 - 30.09.2018 15:15,5380,5648
30.09.2018 15:15 - 30.09.2018 15:30,5364,5596
30.09.2018 15:30 - 30.09.2018 15:45,5364,5575
30.09.2018 15:45 - 30.09.2018 16:00,5372,5593
30.09.2018 16:00 - 30.09.2018 16:15,5408,5629
30.09.2018 16:15 - 30.09.2018 16:30,5412,5670
30.09.2018 16:30 - 30.09.2018 16:45,5456,5730
30.09.2018 16:45 - 30.09.2018 17:00,5508,5814
30.09.2018 17:00 - 30.09.2018 17:15,5580,5848
30.09.2018 17:15 - 30.09.2018 17:30,5656,5932
30.09.2018 17:30 - 30.09.2018 17:45,5728,6050
30.09.2018 17:45 - 30.09.2018 18:00,5804,6146
30.09.2018 18:00 - 30.09.2018 18:15,5912,6267
30.09.2018 18:15 - 30.09.2018 18:30,5964,6395
30.09.2018 18:30 - 30.09.2018 18:45,6036,6554
30.09.2018 18:45 - 30.09.2018 19:00,6108,6712
30.09.2018 19:00 - 30.09.2018 19:15,6096,6768
30.09.2018 19:15 - 30.09.2018 19:30,6176,6804
30.09.2018 19:30 - 30.09.2018 19:45,6240,6808
30.09.2018 19:45 - 30.09.2018 20:00,6268,6773
30.09.2018 20:00 - 30.09.2018 20:15,6288,6676
30.09.2018 20:15 - 30.09.2018 20:30,6216,6565
30.09.2018 20:30 - 30.09.2018 20:45,6120,6468
30.09.2018 20:45 - 30.09.2018 21:00,6020,6422
30.09.2018 21:00 - 30.09.2018 21:15,5912,6211
30.09.2018 21:15 - 30.09.2018 21:30,5796,6068
30.09.2018 21:30 - 30.09.2018 21:45,5720,6010
30.09.2018 21:45 - 30.09.2018 22:00,5668,6002
30.09.2018 22:00 - 30.09.2018 22:15,5836,6200
30.09.2018 22:15 - 30.09.2018 22:30,5800,6175
30.09.2018 22:30 - 30.09.2018 22:45,5664,6030
30.09.2018 22:45 - 30.09.2018 23:00,5548,5960
30.09.2018 23:00 - 30.09.2018 23:15,5524,5888
30.09.2018 23:15 - 30.09.2018 23:30,5396,5753
30.09.2018 23:30 - 30.09.2018 23:45,5280,5608
30.09.2018 23:45 - 01.10.2018 00:00,5220,5571
01.10.2018 00:00 - 01.10.2018 00:15,5656,5607
01.10.2018 00:15 - 01.10.2018 00:30,5560,5560
01.10.2018 00:30 - 01.10.2018 00:45,5456,5418
01.10.2018 00:45 - 01.10.2018 01:00,5364,5360
01.10.2018 01:00 - 01.10.2018 01:15,5348,5365
01.10.2018 01:15 - 01.10.2018 01:30,5260,5269
01.10.2018 01:30 - 01.10.2018 01:45,5212,5240
01.10.2018 01:45 - 01.10.2018 02:00,5168,5164
01.10.2018 02:00 - 01.10.2018 02:15,5236,5256
01.10.2018 02:15 - 01.10.2018 02:30,5192,5204
01.10.2018 02:30 - 01.10.2018 02:45,5132,5178
01.10.2018 02:45 - 01.10.2018 03:00,5076,5151
01.10.2018 03:00 - 01.10.2018 03:15,5068,5187
01.10.2018 03:15 - 01.10.2018 03:30,5040,5116
01.10.2018 03:30 - 01.10.2018 03:45,5036,5076
01.10.2018 03:45 - 01.10.2018 04:00,5056,5106
01.10.2018 04:00 - 01.10.2018 04:15,5104,5158
01.10.2018 04:15 - 01.10.2018 04:30,5132,5190
01.10.2018 04:30 - 01.10.2018 04:45,5208,5320
01.10.2018 04:45 - 01.10.2018 05:00,5312,5436
01.10.2018 05:00 - 01.10.2018 05:15,5516,5715
01.10.2018 05:15 - 01.10.2018 05:30,5696,5870
01.10.2018 05:30 - 01.10.2018 05:45,5908,6111
01.10.2018 05:45 - 01.10.2018 06:00,6192,6352
01.10.2018 06:00 - 01.10.2018 06:15,6596,6882
01.10.2018 06:15 - 01.10.2018 06:30,6912,7261
01.10.2018 06:30 - 01.10.2018 06:45,7144,7527
01.10.2018 06:45 - 01.10.2018 07:00,7340,7724
01.10.2018 07:00 - 01.10.2018 07:15,7624,8151
01.10.2018 07:15 - 01.10.2018 07:30,7748,8288
01.10.2018 07:30 - 01.10.2018 07:45,7840,8341
01.10.2018 07:45 - 01.10.2018 08:00,7912,8398
01.10.2018 08:00 - 01.10.2018 08:15,7988,8558
01.10.2018 08:15 - 01.10.2018 08:30,8016,8672
01.10.2018 08:30 - 01.10.2018 08:45,8020,8663
01.10.2018 08:45 - 01.10.2018 09:00,8016,8624
01.10.2018 09:00 - 01.10.2018 09:15,7944,8606
01.10.2018 09:15 - 01.10.2018 09:30,7952,8657
01.10.2018 09:30 - 01.10.2018 09:45,7972,8682
01.10.2018 09:45 - 01.10.2018 10:00,7976,8676
01.10.2018 10:00 - 01.10.2018 10:15,7972,8661
01.10.2018 10:15 - 01.10.2018 10:30,7984,8701
01.10.2018 10:30 - 01.10.2018 10:45,8008,8741
01.10.2018 10:45 - 01.10.2018 11:00,8028,8802
01.10.2018 11:00 - 01.10.2018 11:15,8032,8836
01.10.2018 11:15 - 01.10.2018 11:30,8048,8861
